prod_inchi,prod_mults,reac_inchi,reac_mults
"InChI=1S/C4H7O.C2H5O/c1-2-3-4-5;1-2-3/h2H,1,3-4H2;2H2,1H3",2_2,"InChI=1S/C4H7O2.C2H5/c1-2-3-4-6-5;1-2/h2H,1,3-4H2;1H2,2H3",2_2
"InChI=1S/C4H7O.C3H7O/c1-2-3-4-5;1-3(2)4/h2H,1,3-4H2;3H,1-2H3",2_2,"InChI=1S/C4H7O2.C3H7/c1-2-3-4-6-5;1-3-2/h2H,1,3-4H2;3H,1-2H3",2_2
"InChI=1S/C4H7O.C3H7O/c1-2-3-4-5;1-2-3-4/h2H,1,3-4H2;2-3H2,1H3",2_2,"InChI=1S/C4H7O2.C3H7/c1-2-3-4-6-5;1-3-2/h2H,1,3-4H2;1,3H2,2H3",2_2
"InChI=1S/C4H7O.C3H5O/c1-2-3-4-5;1-2-3-4/h2H,1,3-4H2;2H,1,3H2",2_2,"InChI=1S/C4H7O2.C3H5/c1-2-3-4-6-5;1-3-2/h2H,1,3-4H2;3H,1-2H2",2_2
"InChI=1S/C4H9O.C4H7O/c2*1-2-3-4-5/h2-4H2,1H3;2H,1,3-4H2",2_2,"InChI=1S/C4H7O2.C4H9/c1-2-3-4-6-5;1-3-4-2/h2H,1,3-4H2;1,3-4H2,2H3",2_2
"InChI=1S/C4H9O.C4H7O/c1-3-4(2)5;1-2-3-4-5/h4H,3H2,1-2H3;2H,1,3-4H2",2_2,"InChI=1S/C4H7O2.C4H9/c1-2-3-4-6-5;1-3-4-2/h2H,1,3-4H2;3H,4H2,1-2H3",2_2
"InChI=1S/2C4H7O/c1-3-4(2)5;1-2-3-4-5/h3-4H,1H2,2H3;2H,1,3-4H2",2_2,"InChI=1S/C4H7O2.C4H7/c1-2-3-4-6-5;1-3-4-2/h2H,1,3-4H2;3-4H,1H2,2H3",2_2
"InChI=1S/C4H7O.HO/c1-2-3-4-5;/h2H,1,3-4H2;1H",2_2,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2",1
"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2H,1,3-4H2",2
"InChI=1S/C4H6O.HO/c1-2-4-3-5-4;/h2,4H,1,3H2;1H",1_2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",2
"InChI=1S/C4H6O.HO/c1-2-4-5-3-1;/h1-2H,3-4H2;1H",1_2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",2
"InChI=1S/C4H5O.H2/c1-2-3-4-5;/h2-4H,1H2;1H",2_1,"InChI=1S/C4H6O.H/c1-2-4-5-3-1;/h1-2H,3-4H2;",1_2
"InChI=1S/C4H5O.HO/c1-2-3-4-5;/h2-4H,1H2;1H",2_2,"InChI=1S/C4H6O.O/c1-2-4-5-3-1;/h1-2H,3-4H2;",1_3
"InChI=1S/C4H5O.H2O/c1-2-3-4-5;/h2-4H,1H2;1H2",2_1,"InChI=1S/C4H6O.HO/c1-2-4-5-3-1;/h1-2H,3-4H2;1H",1_2
"InChI=1S/C4H5O.H2O2/c1-2-3-4-5;1-2/h2-4H,1H2;1-2H",2_1,"InChI=1S/C4H6O.HO2/c1-2-4-5-3-1;1-2/h1-2H,3-4H2;1H",1_2
"InChI=1S/C4H5O.CH4/c1-2-3-4-5;/h2-4H,1H2;1H4",2_1,"InChI=1S/C4H6O.CH3/c1-2-4-5-3-1;/h1-2H,3-4H2;1H3",1_2
"InChI=1S/C4H5O.CH4O2/c1-2-3-4-5;1-3-2/h2-4H,1H2;2H,1H3",2_1,"InChI=1S/C4H6O.CH3O2/c1-2-4-5-3-1;1-3-2/h1-2H,3-4H2;1H3",1_2
"InChI=1S/C4H7O3.HO/c1-2-4(5)3-7-6;/h2,4,6H,1,3H2;1H",2_2,"InChI=1S/C4H7O2.HO2/c1-2-3-4-6-5;1-2/h2-3,5H,1,4H2;1H",2_2
"InChI=1S/C4H7O3.HO/c5-3-1-2-4-7-6;/h1-2,6H,3-4H2;1H",2_2,"InChI=1S/C4H7O2.HO2/c1-2-3-4-6-5;1-2/h2-3,5H,1,4H2;1H",2_2
"InChI=1S/C2H4O3.C2H3/c3-1-2-5-4;1-2/h1,4H,2H2;1H,2H2",1_2,"InChI=1S/C4H7O3/c1-2-4(5)3-7-6/h2,4,6H,1,3H2",2
"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3",2,"InChI=1S/C4H7.O2/c1-3-4-2;1-2/h1,3H,4H2,2H3;",2_3
"InChI=1S/C4H7O.O/c1-2-3-4-5;/h3-4H,2H2,1H3;",2_3,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3",2
"InChI=1S/C4H6O.HO/c1-2-3-4-5;/h3H,2H2,1H3;1H",1_2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3",2
"InChI=1S/C4H7O2/c1-3-4(2)6-5/h2-3H2,1H3",2,"InChI=1S/C4H7.O2/c1-3-4-2;1-2/h1,4H2,2H3;",2_3
"InChI=1S/C4H7O.O/c1-3-4(2)5;/h2-3H2,1H3;",2_3,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h2-3H2,1H3",2
"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3H,1-2H3",2,"InChI=1S/C4H7.O2/c1-3-4-2;1-2/h3H,1-2H3;",2_3
"InChI=1S/C4H7O.O/c1-3-4(2)5;/h3H,1-2H3;",2_3,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3H,1-2H3",2
"InChI=1S/C2H5.C2H4/c2*1-2/h1H2,2H3;1-2H2",2_1,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C2H5.C2H4/c2*1-2/h1H2,2H3;1-2H2",2_1,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C3H6.CH3/c1-3-2;/h3H,1H2,2H3;1H3",1_2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C3H6.CH3/c1-3-2;/h3H,1H2,2H3;1H3",1_2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C2H5.C2H4/c2*1-2/h1H2,2H3;1-2H2",2_1,"InChI=1S/C4H8.H/c1-3-4-2;/h3-4H,1-2H3;",1_2
"InChI=1S/C3H6.CH3/c1-3-2;/h3H,1H2,2H3;1H3",1_2,"InChI=1S/C4H8.H/c1-3-4-2;/h3-4H,1-2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",2,"InChI=1S/C4H8.H/c1-3-4-2;/h3-4H,1-2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",2,"InChI=1S/C4H8.H/c1-3-4-2;/h3-4H,1-2H3;",1_2
"InChI=1S/C4H8.H/c1-3-4-2;/h3-4H,1-2H3;",1_2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C4H8.H/c1-3-4-2;/h3-4H,1-2H3;",1_2,"InChI=1S/C4H8.H/c1-3-4-2;/h3H,1,4H2,2H3;",1_2
"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",2,"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",2
"InChI=1S/C2H5.C2H4/c2*1-2/h1H2,2H3;1-2H2",2_1,"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",2
"InChI=1S/C3H6.CH3/c1-3-2;/h3H,1H2,2H3;1H3",1_2,"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3",2
"InChI=1S/C2H5.C2H4/c2*1-2/h1H2,2H3;1-2H2",2_1,"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",2
"InChI=1S/C3H6.CH3/c1-3-2;/h3H,1H2,2H3;1H3",1_2,"InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3",2
"InChI=1S/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h3-5H,2H2,1H3;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h4H,2-3H2,1H3;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3",2,"InChI=1S/C2H4O.C2H5/c1-2-3;1-2/h2-3H,1H2;1H2,2H3",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3",2,"InChI=1S/C4H8.HO/c1-3-4-2;/h3H,1,4H2,2H3;1H",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h3-5H,2H2,1H3;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h2-3,5H,4H2,1H3;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3",2,"InChI=1S/C3H6.CH3O/c1-3-2;1-2/h3H,1H2,2H3;2H,1H2",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h2,5H,1,3-4H2;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3",2,"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2",2,"InChI=1S/C3H6.CH3O/c1-3-2;1-2/h3H,1H2,2H3;2H,1H2",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h2,5H,1,3-4H2;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2",2,"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H9O/c1-2-3-4-5/h2-4H2,1H3",2,"InChI=1S/C4H8O.H/c1-2-3-4-5;/h4H,2-3H2,1H3;",1_2
"InChI=1S/C4H9O/c1-2-3-4-5/h2-4H2,1H3",2,"InChI=1S/C3H7.CH2O/c1-3-2;1-2/h1,3H2,2H3;1H2",2_1
"InChI=1S/C4H9O/c1-3-4(2)5/h5H,3H2,1-2H3",2,"InChI=1S/C4H8O.H/c1-3-4(2)5;/h5H,2-3H2,1H3;",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h5H,3H2,1-2H3",2,"InChI=1S/C4H8O.H/c1-3-4(2)5;/h3H2,1-2H3;",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3",2,"InChI=1S/C4H8.HO/c1-3-4-2;/h3H,1,4H2,2H3;1H",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3",2,"InChI=1S/C2H4O.C2H5/c1-2-3;1-2/h2-3H,1H2;1H2,2H3",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h3-5H,1-2H3",2,"InChI=1S/C4H8.HO/c1-3-4-2;/h3-4H,1-2H3;1H",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h3-5H,1-2H3",2,"InChI=1S/C3H6O.CH3/c1-2-3-4;/h2-4H,1H3;1H3",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h4H,3H2,1-2H3",2,"InChI=1S/C4H8O.H/c1-3-4(2)5;/h3H2,1-2H3;",1_2
"InChI=1S/C4H9O/c1-3-4(2)5/h4H,3H2,1-2H3",2,"InChI=1S/C3H6O.CH3/c1-2-3-4;/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C4H7O.H2O/c1-2-3-4-5;/h2-3,5H,1,4H2;1H2",2_1,"InChI=1S/C4H8O.HO/c1-2-3-4-5;/h2,5H,1,3-4H2;1H",1_2
"InChI=1S/C4H7O.H2O2/c1-2-3-4-5;1-2/h2-3,5H,1,4H2;1-2H",2_1,"InChI=1S/C4H8O.HO2/c1-2-3-4-5;1-2/h2,5H,1,3-4H2;1H",1_2
"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2,"InChI=1S/C4H9O.O2/c1-2-3-4-5;1-2/h3,5H,2,4H2,1H3;",2_3
"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4,6H,2-3H2,1H3",2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H8O.HO2/c1-2-3-4-5;1-2/h2-3,5H,4H2,1H3;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H8O.HO2/c1-2-3-4-5;1-2/h3-5H,2H2,1H3;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H8O2.HO/c1-2-4(6)3-5;/h5H,2-3H2,1H3;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H7O.H2O/c1-2-3-4-5;/h2-3,5H,1,4H2;1H2",2_1,"InChI=1S/C4H8O.HO/c1-2-3-4-5;/h2-3,5H,4H2,1H3;1H",1_2
"InChI=1S/C4H7O.H2O/c1-2-3-4-5;/h2-5H,1H3;1H2",2_1,"InChI=1S/C4H8O.HO/c1-2-3-4-5;/h2-3,5H,4H2,1H3;1H",1_2
"InChI=1S/C4H7O.H2O2/c1-2-3-4-5;1-2/h2-3,5H,1,4H2;1-2H",2_1,"InChI=1S/C4H8O.HO2/c1-2-3-4-5;1-2/h2-3,5H,4H2,1H3;1H",1_2
"InChI=1S/C4H7O.H2O2/c1-2-3-4-5;1-2/h2-5H,1H3;1-2H",2_1,"InChI=1S/C4H8O.HO2/c1-2-3-4-5;1-2/h2-3,5H,4H2,1H3;1H",1_2
"InChI=1S/C4H7O.H2O/c1-2-3-4-5;/h2-5H,1H3;1H2",2_1,"InChI=1S/C4H8O.HO/c1-2-3-4-5;/h3-5H,2H2,1H3;1H",1_2
"InChI=1S/C4H7O.H2O2/c1-2-3-4-5;1-2/h2-5H,1H3;1-2H",2_1,"InChI=1S/C4H8O.HO2/c1-2-3-4-5;1-2/h3-5H,2H2,1H3;1H",1_2
"InChI=1S/C4H6.HO/c1-3-4-2;/h3-4H,1-2H2;1H",1_2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3,5H,1,4H2",2
"InChI=1S/C4H6O.H/c1-2-3-4-5;/h2-5H,1H2;",1_2,"InChI=1S/C4H7O/c1-2-3-4-5/h2-5H,1H3",2
"InChI=1S/C4H5.HO/c1-3-4-2;/h1,3-4H,2H2;1H",2_2,"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2",1
"InChI=1S/C2H3O.C2H3/c1-2-3;1-2/h2H,1H2;1H,2H2",2_2,"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2",1
"InChI=1S/C4H7O2.H2O/c1-2-4(6)3-5;/h2,5H,3H2,1H3;1H2",2_1,"InChI=1S/C4H8O2.HO/c1-2-4(6)3-5;/h5H,2-3H2,1H3;1H",1_2
"InChI=1S/C4H7O2.H2O2/c1-2-4(6)3-5;1-2/h2,5H,3H2,1H3;1-2H",2_1,"InChI=1S/C4H8O2.HO2/c1-2-4(6)3-5;1-2/h5H,2-3H2,1H3;1H",1_2
"InChI=1S/C4H7O2.HO/c1-2-4(6)3-5;/h2,5H,3H2,1H3;1H",2_2,"InChI=1S/C4H8O2.O/c1-2-4(6)3-5;/h5H,2-3H2,1H3;",1_3
"InChI=1S/C4H7O2.H2/c1-2-4(6)3-5;/h2,5H,3H2,1H3;1H",2_1,"InChI=1S/C4H8O2.H/c1-2-4(6)3-5;/h5H,2-3H2,1H3;",1_2
"InChI=1S/C4H7O2.HO2/c1-2-4(6)3-5;1-2/h2,5H,3H2,1H3;1H",2_2,"InChI=1S/C4H8O2.O2/c1-2-4(6)3-5;1-2/h5H,2-3H2,1H3;",1_3
"InChI=1S/C4H7O2.CH4/c1-2-4(6)3-5;/h2,5H,3H2,1H3;1H4",2_1,"InChI=1S/C4H8O2.CH3/c1-2-4(6)3-5;/h5H,2-3H2,1H3;1H3",1_2
"InChI=1S/C4H7O2.CH4O/c1-2-4(6)3-5;1-2/h2,5H,3H2,1H3;2H,1H3",2_1,"InChI=1S/C4H8O2.CH3O/c1-2-4(6)3-5;1-2/h5H,2-3H2,1H3;1H3",1_2
"InChI=1S/C4H7O2.CH4O2/c1-2-4(6)3-5;1-3-2/h2,5H,3H2,1H3;2H,1H3",2_1,"InChI=1S/C4H8O2.CH3O2/c1-2-4(6)3-5;1-3-2/h5H,2-3H2,1H3;1H3",1_2
"InChI=1S/C4H7O2.C2H4/c1-2-4(6)3-5;1-2/h2,5H,3H2,1H3;1-2H2",2_1,"InChI=1S/C4H8O2.C2H3/c1-2-4(6)3-5;1-2/h5H,2-3H2,1H3;1H,2H2",1_2
"InChI=1S/C4H7O2.C2H6/c1-2-4(6)3-5;1-2/h2,5H,3H2,1H3;1-2H3",2_1,"InChI=1S/C4H8O2.C2H5/c1-2-4(6)3-5;1-2/h5H,2-3H2,1H3;1H2,2H3",1_2
"InChI=1S/C3H4O.CH3O/c1-2-3-4;1-2/h2H,1H3;2H,1H2",1_2,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3",2
"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-6H,1-3H2",2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H8O2.HO/c5-3-4-1-2-6-4;/h4-5H,1-3H2;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-6H,1-3H2",2
"InChI=1S/CH3O.CO/c2*1-2/h2H,1H2;",2_1,"InChI=1S/C2H3O2/c3-1-2-4/h3H,1H2",2
"InChI=1S/C4H9O5/c5-3-4(9-7)1-2-8-6/h4-5,7H,1-3H2",2,"InChI=1S/C4H9O3.O2/c1-2-4(3-5)7-6;1-2/h4-6H,1-3H2;",2_3
"InChI=1S/C4H8O3.HO2/c1-2-4(3-5)7-6;1-2/h2,4-6H,1,3H2;1H",1_2,"InChI=1S/C4H9O5/c5-3-4(9-7)1-2-8-6/h4-5,7H,1-3H2",2
"InChI=1S/C4H8O4.HO/c5-3-4(6)1-2-8-7;/h5,7H,1-3H2;1H",1_2,"InChI=1S/C4H9O5/c5-3-4(9-7)1-2-8-6/h4-5,7H,1-3H2",2
"InChI=1S/C2H3O2.HO2/c3-1-2-4;1-2/h3H,1H2;1H",2_2,"InChI=1S/C2H4O2.O2/c3-1-2-4;1-2/h1,4H,2H2;",1_3
"InChI=1S/C2H3O2.HO/c3-1-2-4;/h3H,1H2;1H",2_2,"InChI=1S/C2H4O2.O/c3-1-2-4;/h1,4H,2H2;",1_3
"InChI=1S/C2H3O2.H2/c3-1-2-4;/h3H,1H2;1H",2_1,"InChI=1S/C2H4O2.H/c3-1-2-4;/h1,4H,2H2;",1_2
"InChI=1S/C2H3O2.H2O/c3-1-2-4;/h3H,1H2;1H2",2_1,"InChI=1S/C2H4O2.HO/c3-1-2-4;/h1,4H,2H2;1H",1_2
"InChI=1S/C2H3O2.H2O2/c3-1-2-4;1-2/h3H,1H2;1-2H",2_1,"InChI=1S/C2H4O2.HO2/c3-1-2-4;1-2/h1,4H,2H2;1H",1_2
"InChI=1S/C2H3O2.CH4/c3-1-2-4;/h3H,1H2;1H4",2_1,"InChI=1S/C2H4O2.CH3/c3-1-2-4;/h1,4H,2H2;1H3",1_2
"InChI=1S/C2H3O2.CH4O2/c3-1-2-4;1-3-2/h3H,1H2;2H,1H3",2_1,"InChI=1S/C2H4O2.CH3O2/c3-1-2-4;1-3-2/h1,4H,2H2;1H3",1_2
"InChI=1S/C2H4O3.C2H3O2/c1-2(3)5-4;3-1-2-4/h4H,1H3;3H,1H2",1_2,"InChI=1S/C2H3O3.C2H4O2/c1-2(3)5-4;3-1-2-4/h1H3;1,4H,2H2",2_1
"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",2,"InChI=1S/C4H9O.O2/c1-3-4(2)5;1-2/h4-5H,2-3H2,1H3;",2_3
"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4,6H,2-3H2,1H3",2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H8O2.HO/c1-2-4(6)3-5;/h3-4,6H,2H2,1H3;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C2H4O3.C2H5/c3-1-2-5-4;1-2/h1,4H,2H2;1H2,2H3",1_2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4,6H,2-3H2,1H3",2
"InChI=1S/C4H8O.HO2/c1-3-4(2)5;1-2/h5H,2-3H2,1H3;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h2,4-6H,3H2,1H3",2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",2
"InChI=1S/C4H8O2.HO/c1-3-4(5)2-6-3;/h3-5H,2H2,1H3;1H",1_2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h2,4-6H,3H2,1H3",2
"InChI=1S/C4H7O.H2O/c1-3-4(2)5;/h3,5H,2H2,1H3;1H2",2_1,"InChI=1S/C4H8O.HO/c1-3-4(2)5;/h5H,2-3H2,1H3;1H",1_2
"InChI=1S/C4H7O.H2O2/c1-3-4(2)5;1-2/h3,5H,2H2,1H3;1-2H",2_1,"InChI=1S/C4H8O.HO2/c1-3-4(2)5;1-2/h5H,2-3H2,1H3;1H",1_2
"InChI=1S/C4H6.HO/c1-3-4-2;/h4H,1H2,2H3;1H",1_2,"InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,2H2,1H3",2
"InChI=1S/C4H7O2.H2/c1-2-4(6)3-5;/h4,6H,2H2,1H3;1H",2_1,"InChI=1S/C4H8O2.H/c1-2-4(6)3-5;/h3-4,6H,2H2,1H3;",1_2
"InChI=1S/C4H7O2.H2O/c1-2-4(6)3-5;/h4,6H,2H2,1H3;1H2",2_1,"InChI=1S/C4H8O2.HO/c1-2-4(6)3-5;/h3-4,6H,2H2,1H3;1H",1_2
"InChI=1S/C4H7O2.HO/c1-2-4(6)3-5;/h4,6H,2H2,1H3;1H",2_2,"InChI=1S/C4H8O2.O/c1-2-4(6)3-5;/h3-4,6H,2H2,1H3;",1_3
"InChI=1S/C4H7O2.H2O2/c1-2-4(6)3-5;1-2/h4,6H,2H2,1H3;1-2H",2_1,"InChI=1S/C4H8O2.HO2/c1-2-4(6)3-5;1-2/h3-4,6H,2H2,1H3;1H",1_2
"InChI=1S/C4H7O2.CH4/c1-2-4(6)3-5;/h4,6H,2H2,1H3;1H4",2_1,"InChI=1S/C4H8O2.CH3/c1-2-4(6)3-5;/h3-4,6H,2H2,1H3;1H3",1_2
"InChI=1S/C4H7O2.C2H6/c1-2-4(6)3-5;1-2/h4,6H,2H2,1H3;1-2H3",2_1,"InChI=1S/C4H8O2.C2H5/c1-2-4(6)3-5;1-2/h3-4,6H,2H2,1H3;1H2,2H3",1_2
"InChI=1S/C4H7O2.CH4O/c1-2-4(6)3-5;1-2/h4,6H,2H2,1H3;2H,1H3",2_1,"InChI=1S/C4H8O2.CH3O/c1-2-4(6)3-5;1-2/h3-4,6H,2H2,1H3;1H3",1_2
"InChI=1S/C4H7O2.CH4O2/c1-2-4(6)3-5;1-3-2/h4,6H,2H2,1H3;2H,1H3",2_1,"InChI=1S/C4H8O2.CH3O2/c1-2-4(6)3-5;1-3-2/h3-4,6H,2H2,1H3;1H3",1_2
"InChI=1S/C4H7O2.HO2/c1-2-4(6)3-5;1-2/h4,6H,2H2,1H3;1H",2_2,"InChI=1S/C4H8O2.O2/c1-2-4(6)3-5;1-2/h3-4,6H,2H2,1H3;",1_3
"InChI=1S/C4H7O2.C2H4/c1-2-4(6)3-5;1-2/h4,6H,2H2,1H3;1-2H2",2_1,"InChI=1S/C4H8O2.C2H3/c1-2-4(6)3-5;1-2/h3-4,6H,2H2,1H3;1H,2H2",1_2
"InChI=1S/C4H7O2.C2H6O/c1-2-4(6)3-5;1-2-3/h4,6H,2H2,1H3;3H,2H2,1H3",2_1,"InChI=1S/C4H8O2.C2H5O/c1-2-4(6)3-5;1-2-3/h3-4,6H,2H2,1H3;2H2,1H3",1_2
"InChI=1S/C3H7O.CO/c1-2-3-4;1-2/h3-4H,2H2,1H3;",2_1,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3",2
"InChI=1S/C3H6O.H/c1-2-3-4;/h3H,2H2,1H3;",1_2,"InChI=1S/C3H7O/c1-2-3-4/h3-4H,2H2,1H3",2
"InChI=1S/C3H7O/c1-2-3-4/h3-4H,2H2,1H3",2,"InChI=1S/C2H4O.CH3/c1-2-3;/h2-3H,1H2;1H3",1_2
"InChI=1S/C3H7O/c1-2-3-4/h3-4H,2H2,1H3",2,"InChI=1S/C2H4O.CH3/c1-2-3;/h2-3H,1H2;1H3",1_2
"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2,"InChI=1S/C4H9O3.O2/c1-2-4(5)3-7-6;1-2/h2,4-6H,3H2,1H3;",2_3
"InChI=1S/C4H8O4.HO/c1-3(8-7)4(6)2-5;/h2-4,6-7H,1H3;1H",1_2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2
"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-4,6-7H,2H2,1H3",2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2
"InChI=1S/C4H8O3.HO2/c1-2-4(5)3-7-6;1-2/h2,4-6H,1,3H2;1H",1_2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2
"InChI=1S/C4H8O3.HO2/c1-2-4(5)3-7-6;1-2/h2,5-6H,3H2,1H3;1H",1_2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2
"InChI=1S/C4H8O4.HO/c1-3(5)4(6)2-8-7;/h4,6-7H,2H2,1H3;1H",1_2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2
